103_B	105_B	10_B	128_B	12_B	130_B	133_B	137_B	150_B	157_B	172_B	179_B	180_B	181_B	184_B	18_B	195_B	1_B	201_B	203_B	224_B	229_B	238_B	240_B	241_B	244_B	256_B	258_B	263_B	265_B	268_B	26_B	272_B	274_B	275_B	276_B	281_B	282_B	332_B	335_B	338_B	341_B	343_B	345_B	350_B	367_B	377_B	383_B	385_B	387_B	38_B	397_B	39_B	42_B	45_B	503_B	504_B	507_B	511_B	51_B	521_B	526_B	527_B	532_B	536_B	53_B	544_B	546_B	549_B	560_B	565_B	567_B	570_B	572_B	577_B	582_B	585_B	587_B	589_B	590_B	591_B	598_B	599_B	608_B	615_B	622_B	624_B	626_B	633_B	635_B	637_B	640_B	70_B	78_B	7_B	82_B	87_B	9_B
MS00051	0	0	0	0	0.000862236402603837	0	0	0	0.00255007184890326	0	0	0	0	0	0	0	0	0	0.000153434114753181	0	0	0	0.0249345664376972	0	0	0	0	0	0	0	0	0	0	0	0.000202420513533772	0	0	0	0	0.000410124844130689	0	0.000181062739578837	0	0.00127283008905923	0	8.34284628188144e-05	0	0	0	0	0	0	0.00180695220617819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168274660825334	0	0	0	0	0	0	0.0788338159023648	0	0	0	0	0	0	0	0	0	0.141988922658042	0	0	0	0	0.0149410061083163	0	0	0	0	0
MS00052	0	0	0	0	0	0	0	0	0	0	0.159519522920678	0	0	0	0	0	0	0	0.0229904087139049	0	0	0	0	0	0.000775421651261135	0.000257267417270443	0	0	0.0361424607639186	0	0	0	0.000926795439765461	0	0.0166526678032521	0.0131355899425765	0.110306635045657	0.000617422513949186	0.115089810768919	0	0.00153797215603069	0	0	0	0.00954433991303628	0.0434082996661964	0	0	0	0	0	0	0	0	0	0	0	0	0.0128249439796875	0	0	0	0	0	0	0	0	0	0	0	0.00123515608500239	0	0.000581879756461828	0	0	0	0	0	0	0.00822793004872174	0	0	0	0	0	0	0	0	0.000676702932253523	0	0	0	0.000251878050867095	0	0	0.00160496604273739	0	0
MS00053	0	0	0.00762959075644937	0	0.000206532286120922	0	0	0	0	0	0.0283423709962851	0.00106202028954245	0	0	0.100908220305621	0	0.00104478538420702	0	0.00201464973261237	0	0	0	0	0	0.00252237846261955	0.000333486952961242	0	0	0	0	0.000440963340230752	0	0	0	0.00705340146106556	9.93931198603246e-05	0.0227468350943359	0.00322023474965293	0.0310687954444037	0.00124942542965252	0	0	0	6.91706983106183e-05	0	0.0509343249848644	0	0	0	0.123941999135078	0	0	0.0446001646233308	0	0	0	0	0	0.0203509963039552	5.08276143469219e-05	0	0	0	0	0	0.00385323485394871	0	0	0.905780150292308	0	0.00351909506844681	0.000329808771234119	0.152104051620861	0.000240860416588238	0	0.01986714178206	0	0.116010906267415	4.53636840358716e-05	0.0147392989032572	0	0	0	0	0	0	0.065214207440633	0	0.00323389611437445	0.000978727452340468	0.000240817862937659	0	0.0850760454325378	0	0.000567812694172955	0	0	0
MS00054	0	0	0.76161202328499	0	0	0	0	0.539984014205628	0.709188059836255	0	0	0	0	0	0	0.673150539122526	0	0.275706549677894	0.0716149806779837	0	0	0.0857022938414393	0.792195416629323	0	0	0	0	0	0	0	0	0	0.337368187280208	0	0.755670413143238	0	0	0.010815582532639	0	0	0.0101090080930131	0.0300694312600782	0	0	0.025261695984531	0.107356620073694	0	0	0	0	0.000394578918497514	0	0	0	0	0.0340351859179116	0	0	0.403870736903217	0	0	0	0	0	0	0	0	0	0	0	0.300125896696089	0	0	0	0	0	0	0.587076749644227	0	0	0.0244195216314818	0	0	0	0	0	0	0	0	0.00769815930494067	0	0	0	7.60868973093058e-05	0	0.00178064549940869	0	0
MS00055	0	0	0	0.215679529152858	0.151740984944862	0.000215182030890468	0	0	0	0	0.0381306342319924	0.429785291993215	0	0	0.158047501730128	1.15612400602991e-05	0.764590385104642	0.0810547486366686	0.114946088307118	0	0	0.0014132376757782	0	0	0.0875839779435594	0.195895556036394	0	0.000522957648643612	0.0192895003463253	0	0.0113473506318146	0	0.0289314048286456	0.000895825237225718	0.02348359888526	0.0551496614219433	0.216464012742277	0.0702435718136749	0.194721190261162	0.483223250116346	0.104217177836231	0.0995072905147795	0.00334604696982316	0.00104404778640535	0.290904330387491	0.107420481955256	0.00260464821435209	0	0	0.341527272845531	0.618053109344321	0	0.00890374697843776	0.000272924910309764	0.0224495595273755	0.00163410863661366	0	0	0.0249878974101702	0	0	0	0	0	0	0.155535294808555	0	0	0	0	0.0474734990495951	0.0474685181130031	0.633348160903551	0.0804698049481202	0	0	0	0.000940532938887595	0	0.304646281419253	0.00202017944577817	0	0	0	0	0.0170694297355475	0.00413523883106626	0.37611165998283	0.00497137212453773	0	0.00807245114951504	0	0.0795660372876711	3.99844386676826e-05	0.114343576580499	0.177377973146528	0	0
MS00056	0	0.890698924976526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219650051631213	0	0	0	0	0	0	0	0	0.000205236392860842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116378170314583	0	0.445211555084172	0.0552877434484618	0.0368899029442663	0.0168916051024232	0	0	0.000181180418073984	0	0.704196424837991	0	0	0	0	0	0.652486409045819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000413197053053194	0	0	0	0	0.734432562833638	0	0	0	0	0	0	0	0	0	0	0	0.000494079076953477	0	0	0.00284288105078477	0	0	0	0
MS00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0719862306287001	0	0.000149420696121701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000509152741792061	0	0	0	0	0.000121092914325262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000863929867763356	0	0	0	0	0	0	0	0	0	0	0.00162041438738077	0	0	0	0
MS00059	0.304089773819867	0.0333107676539597	0	0.0842018159657608	0	0	0	0.000199913086466962	0	0	0.0128636914814217	0	0	0	0.0892789099307532	0	3.85936503438214e-05	0.049339451197485	0.000236262678389303	0	0	0.00865202864626305	0	0	0	0.0255494304875738	0.587745511000526	7.21160796357887e-05	0.00405384668810733	0	0.0848266165753417	0	0.00537837488842194	0.000376764459987202	0.00490635886568946	0.0477096358400915	0.149075101772616	0.0598247949310977	0.00595554506973743	0.0116702328490148	0.0821165666152654	0.00784403623956768	0.892016926537982	0.0825943907310131	0.00123482567023067	0.0171258101415023	0.10257821749144	0	0	0.00691706226583403	0.00552350702805889	0.000818069626583894	0.167798731655813	0	0	0.111718059919075	0	0.00612526484809925	0.0448994455460974	0.090739101087097	0	0	0	0	0	0.0656934690147348	0	0	0	6.4223999935511e-05	0.0764166730627548	0	0.00146557686308098	0.15055546076295	0	0	0	0.000563973465448117	0.00197021763779976	0.00322144847377794	0.239402603923948	0	0.171228589788355	0	0	0.00304873985223094	0	0.000572233414713338	0	0.00881032129779112	0.548812566474068	4.79991693090913e-05	0.0259239995581035	0.642733813094985	0.0182275459015663	0.0769997740950049	0	0
MS00060	0	0	0	3.38486744167398e-05	0	0	0	0	0	0	0	0.00868359185243672	0	0	0	0.0216452321199123	0.000253819407112019	0.135467268934295	0.319130470752188	0.000154279560917027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145288532572494	0	0.113242673625977	0.261384162877577	0.000113924429032496	0	0.000106090823946768	0	0.0803860302442966	9.986238276427e-05	0.0428366505671601	0	0.0611566277388071	0.00313675577595781	0	0	0	0.00251429798700001	0.000238251711537952	0	0.173172709457971	0	0	0	0	0.117622874389883	0	0	0	0	0	0	0.174809206869586	0	0	0	0	0	0	0	0.00113451729181489	0	0.000190620246645642	0	0	0	0	0.000654750831051583	0	0.00344476286514575	0	0	0	0	0.000505121256014232	0.000155285567641413	0.442911822113619	0.00103691365183425	0	0	0.00307585209521852	0.00182205327274846	0.000602195407808109	0	0
MS00061	0	9.50310323461626e-05	0	0	0	0	0	0	0	0	0.0710150953676144	0	0	0	0.0224394060335708	0	0	0.00152887065801201	0.00714683756047574	0	0	0.103732627541839	0	0	0	0.000109152912149206	0	0	0.0508363500509563	0.000217238415512435	0.0255076703373703	0	0.000668467557062256	0	0	0	0	0	0.0333987588905502	0	0	0	0	0.126850246032318	0	0	0.155648204524992	0	0	0.00440258988013843	0	0.184440114057357	0.0128477313861593	0	0.0229556660175225	0.187362919649293	0	0	0	0	0	0	0	0	0	0.132598547533559	0	0	0	0	0.0249366525048559	0	0.000150196102798599	0	0	0	0	0	0	0.00147981661914644	0.421480140464098	0	0.0538786515480589	0	0	0	0	0	0.00218597693186101	0	0.0651174076454518	0	0.00618113308168874	0.0407264940357506	0.134653789040424	0.0174217441335236	0	0
MS00062	0	0	0	0	0	0	0	0	0	0	0.00506913212235929	0	0	5.01078789570518e-05	0.0680838819889623	0	0	0.00016086319942167	3.29544147039971e-05	0	0	0.0231498070333516	0	0	0	0.0102756920497814	0.0031282582135074	0	0	0	0	7.65479518742501e-05	0	0	0	0	0	0.0762824173179426	0	0	0	0	0.000134692484908039	0.088821092018868	0	0.0858028080499662	0.451355847022939	0	0	4.7820528700552e-05	0	0.0186225243070607	0	0	0	0.0771513375270973	0	0	0	0	0	0	0	0	0	0.000458773777422314	0	0	0	0	0	0	0	0.197745935607154	0	0	0	0	0	0	0	0	0.118714742453829	0	0	0.00418685256295173	0	0	0.00151961042473323	0.195451962371017	0.156230005677877	0	0	0.173585830388354	0.142825650942618	0	0	0
MS00063	0.0231174468938445	0	0	0	0.0178884864667307	0	0	0	0	0	0	0	0	0.00350091077912585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00906777988003549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132517333701667	0	0	0	0	0	0	0	0.570010273901609	0	0.000259127257622608	0	0	0	0	0	0	0	0	0	0	0	0
MS00064	0	0	0	0	0	0	0	5.30375647582474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.430757259773867	0	0	0	0	0	0	0.244443844863932	0	0	0	0	0	0
MS00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67527294447393e-05	0.00298079879977823	0.0340616743574005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00180979166893359	0	4.09345878444445e-05	0.000162339006473363	0.00140017064908914	0.000890839765705939	0.000410565709058622	0.000113773248822141	0	0	0	0	0	0	0	0	0	0	0	0	0.02825931624124	0	0	0	0	0	0.0285144865883595	0	0	0	0	0	0	0	0	0	0	0	0.000149843836051919	0	0	0.00506755961812864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00470601033685145	0	0	0	0	0	0	0.0112827708871033	0	0
MS00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.65531004071099e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.40857396709949e-05	0	0	0	0	0	2.27520225101225e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95398329324822e-05	0	0	0	0	0	0	0	0	0
MS00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60535822726178e-05	0	0	0	0	0	0	0	0	0
MS00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74640761978819e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15616809527271e-05	0	0	0	0	0	0	0	0	0
MS00072	0	0	0	0	0	0	0	0	0	0	0	3.60297904432739e-05	0	0	0	0	0	0	0	0	0	0.000117798432364326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72069505652732e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160314594836943	0	0	0	0	0	0	0	0	0	0	0.00795427442521944	0	0	1.82852462663682e-05	0	0	0	0	0	0
MS00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187933035176205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296006190800361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00840126396780277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108182234574112	0	0	0	0	0	0	0	0	0	0	0	0.0159508367380851	0	0	0	0	0	0	0	0	0	0	0
MS00082	0	0	0	0	0	0	0	0	0	0	7.84291761049298e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251132654792643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259114017177878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00710059115343602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00084	0	0	0	0	0	0.000914848669229918	0	0	0	0	5.00053581087348e-05	0.000277728266322598	0	0	0	0	0	0	0	0	0.000512918165069356	0.000229639755166592	0	0	0.25841952134338	0.000381623275261771	0.000307099844059984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233807550038979	0.100450267714605	0	0	0	0	0	0	0	0	0	0.000483650149482563	0	0	0	0	0	0.000435763234672139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000614254592636162	0	0.000489134108941866	0	0	0	0	0	0
MS00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70740858769639e-05	0	0	0	0	0	0	0	0	0
MS00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.07845742310808e-05	0	0	0	0	0	3.62769152108658e-05	0	0	0	0	0	0	0	0.0113285685544781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30061253589638e-05	0	0	0	0	0	0	0.000137367892174361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00087	0.0173203016780128	0	0.0129582650015689	0	0	0	0	0	0	0.00129112064737129	0	9.5719830826901e-05	0	0	0.000990434965683365	0	0.0085451015048821	0	0.000394053208311769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00030259873336026	0	0.0012875263138141	0	0.00148789259483707	0	0	0	0.000439132490682181	0	0	0	0	0.000538695165440009	0.00250976736032465	0	0	0	0	0.0129464683302965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17441357394962e-05	0	0	0	0	0	0	2.526185073672e-05	0	0.0133900938562788	0	0	0	0	0	0	0	0.000940930905910079	7.40805710138299e-05	0	0	0	0	0	0	0	9.00658564842985e-05	0
MS00088	0	0	0	0	0	0	0	0	0	0	0.000197804471029532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280548710906963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24873089034682e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41908870432647e-05	0	0	0	0	0	0	0	0	0
MS00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94099501807964e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168452279574541	0	0	8.12333321992832e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149600244083401	0	0	0	0	0	0	0	0	0
MS00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00094	0	0	0	0	0	0	0	0	0	0	0	0.000852764231634114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000262090247253422	0	0	0	0	0	0	0	0	0
MS00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0410818069906778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28658034075549e-05	0	0	0	0	0	0	0	0	0
MS00096	0	0	0	0	6.99731686630655e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117557915640523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123668934620014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000185152273610175	0	0	0	0	0	0	0	0	0
MS00097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61258482981281e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72992157808826e-05	0	0	0	0	0.000223400696449439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33678507260909e-05	0	0	0	6.87819930178144e-05	0	4.09222380813218e-05	0	0	0	0	0	0	0.000161846064740794	0	0	0	0	0	0	0	0	0
MS00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212388310808801	0	0	0	0.00558933143099785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000948791003695153	0	0	0	0	0	0	0	0	0.00970261236318883	0	0	0	0	0	0	0	0	0	0.000229412314058857	0	0	0	0	0	0	0	0
MS00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0930201003285e-05	0	0	0	0	0	0	0.00278960559875063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000840012461582301	0	0	0	0	0	3.28833064661863e-05	0	0	0
MS00100	0	0	0	0.135723287705654	0	0	0	0	0	0	0.00634509284166586	0	0	0	0	0	0	0	0	0.00266065468825355	0	0	0	0	0	0.000257591370160301	0	0.0212606500054694	0	0	0	0	0	0	0	0	0	0.00167901047848832	0.000315650211394397	0.000469872577364186	0	8.57954655543979e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0372513062517754	0	0	0	0	0	0	0	0	8.36730310208984e-06	0	0	0	0	0	0	0.000558261879134965	0	0	0	0	0	0.0188323887859507	0	0	0.000117925023873691	0	0	0	0	0	0	0	0	3.2764650296498e-05	0	0	0	0	0	0	0	0	0
MS00101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60297841421403e-05	0	0	0	0	0	0	0	0	0
